mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
5.453,1.902,0.328,0.087,0.027,5,1516,0.001,0.004,0.036,0.027
5.527,0.102,0.339,0.024,0.125,5,1809,0.001,0.0,0.036,0.022
7.857,2.675,0.606,0.208,0.291,8,1411,0.006,0.0,0.036,0.025
7.793,2.551,0.601,0.229,0.29,8,1674,0.004,0.0,0.036,0.025
5.818,0.078,0.345,0.02,0.285,5,1895,0.001,0.129,0.036,0.023
7.561,2.41,0.433,0.136,0.262,5,1988,0.074,0.115,0.036,0.022
8.643,0.361,0.46,0.032,0.112,8,1749,2.989,38.847,0.036,0.027
7.711,2.71,0.473,0.206,0.046,9,1009,2.692,0.047,0.036,0.029
7.194,2.274,0.528,0.183,0.029,7,1459,0.001,0.004,0.036,0.021
6.132,1.979,0.356,0.137,0.186,5,1561,0.002,38.402,0.036,0.028
6.891,0.093,0.571,0.038,0.175,8,1753,0.0,0.0,0.036,0.023
3.519,0.049,0.244,0.015,0.182,7,850,0.039,0.289,0.036,0.023
7.855,2.489,0.503,0.181,0.011,6,1554,0.002,0.11,0.036,0.033
4.537,1.444,0.283,0.083,0.124,8,661,0.0,19.747,0.036,0.027
1.502,0.54,0.057,0.022,0.298,2,644,0.839,12.83,0.036,0.04
4.562,0.069,0.287,0.021,0.047,6,1201,0.051,9.164,0.036,0.03
6.753,0.087,0.554,0.035,0.257,9,1663,0.002,0.036,0.036,0.019
4.913,1.813,0.286,0.087,0.136,5,1300,0.011,0.048,0.036,0.026
4.487,0.075,0.268,0.017,0.115,5,1456,0.0,0.001,0.036,0.025
6.375,0.086,0.419,0.03,0.232,6,1870,0.001,0.131,0.036,0.018
5.515,1.814,0.335,0.095,0.052,5,1507,0.0,0.0,0.036,0.027
3.643,0.041,0.184,0.013,0.218,4,1357,0.009,0.001,0.036,0.021
4.54,1.578,0.269,0.086,0.239,5,1039,0.001,1.253,0.036,0.024
2.9,0.989,0.142,0.048,0.149,4,882,0.474,0.03,0.036,0.021
3.694,0.18,0.196,0.015,0.195,8,1167,0.444,0.92,0.035,0.027
6.317,2.221,0.409,0.173,0.221,6,1433,0.031,0.546,0.035,0.022
2.606,0.054,0.112,0.007,0.171,3,1166,0.08,0.002,0.035,0.026
2.62,0.933,0.098,0.043,0.257,8,887,4.568,0.001,0.035,0.041
5.153,0.072,0.323,0.021,0.275,6,1387,0.009,1.532,0.035,0.026
1.238,0.019,0.059,0.004,0.096,3,561,0.253,32.447,0.035,0.04
3.318,0.184,0.151,0.008,0.019,3,1593,0.001,40.438,0.035,0.042
2.499,0.811,0.113,0.05,0.15,3,930,3.998,15.463,0.035,0.037
4.841,0.069,0.297,0.021,0.125,5,1556,0.039,9.772,0.035,0.027
1.095,0.018,0.042,0.003,0.092,2,588,0.587,0.001,0.035,0.039
6.396,1.693,0.496,0.191,0.296,8,1303,0.015,0.541,0.035,0.02
5.132,0.081,0.254,0.013,0.158,4,1899,1.525,72.494,0.035,0.028
6.361,0.083,0.378,0.026,0.194,6,1509,0.075,46.792,0.035,0.028
7.423,2.769,0.418,0.139,0.252,5,1617,0.049,0.02,0.035,0.022
5.841,0.06,0.469,0.026,0.195,8,1484,0.0,0.037,0.035,0.025
4.648,1.582,0.232,0.082,0.247,4,1438,0.03,56.443,0.035,0.026
2.073,0.043,0.097,0.005,0.034,3,1002,0.0,4.514,0.035,0.042
5.53,0.082,0.437,0.027,0.11,7,1449,0.004,0.001,0.035,0.022
9.153,0.163,0.788,0.047,0.109,9,1798,0.0,4.329,0.035,0.026
1.141,0.018,0.042,0.003,0.288,2,600,1.694,4.15,0.035,0.042
3.921,0.032,0.248,0.016,0.205,7,816,0.159,10.303,0.035,0.026
2.0,0.726,0.097,0.041,0.085,3,767,0.009,0.004,0.035,0.035
3.616,1.196,0.162,0.052,0.243,5,1192,0.976,1.762,0.035,0.023
2.518,0.055,0.114,0.009,0.07,3,1199,0.154,0.068,0.035,0.034
6.231,1.98,0.521,0.206,0.246,9,1230,0.004,0.0,0.035,0.021
1.596,0.025,0.076,0.005,0.079,3,764,0.0,3.519,0.035,0.037
5.94,0.573,0.43,0.025,0.249,8,1369,0.005,0.185,0.035,0.025
3.909,0.045,0.266,0.018,0.127,7,925,0.039,0.94,0.035,0.023
5.713,0.139,0.321,0.032,0.079,6,1704,0.678,0.134,0.035,0.023
5.243,0.044,0.365,0.023,0.296,7,1320,0.012,0.425,0.035,0.026
3.988,1.387,0.227,0.082,0.078,8,519,2.344,0.138,0.035,0.026
3.335,0.06,0.17,0.012,0.178,4,1261,0.009,0.0,0.035,0.025
2.899,0.071,0.1,0.007,0.128,3,1612,5.314,0.84,0.035,0.029
3.941,0.072,0.234,0.015,0.207,5,1266,0.006,0.002,0.035,0.025
4.347,1.55,0.212,0.084,0.219,4,1085,0.197,0.003,0.035,0.019
2.463,0.02,0.071,0.004,0.258,8,1472,6.65,0.007,0.035,0.029
2.549,0.716,0.129,0.041,0.219,8,547,0.622,0.002,0.035,0.026
2.753,0.031,0.172,0.011,0.296,6,737,0.001,2.287,0.035,0.022
9.181,3.096,0.694,0.239,0.18,7,1767,0.001,0.008,0.035,0.02
4.576,0.166,0.273,0.016,0.029,8,775,0.096,14.825,0.035,0.043
8.38,2.769,0.626,0.235,0.196,8,1501,0.075,0.758,0.035,0.019
7.236,2.549,0.427,0.134,0.175,5,1901,0.0,4.869,0.035,0.027
4.506,0.065,0.275,0.019,0.18,6,1159,0.149,6.016,0.035,0.025
9.876,3.559,0.702,0.223,0.267,7,1906,0.003,0.028,0.034,0.02
8.754,3.013,0.631,0.23,0.164,7,1523,0.015,1.979,0.034,0.024
10.399,0.169,0.755,0.048,0.298,9,1745,0.152,12.581,0.034,0.026
2.403,0.039,0.081,0.005,0.086,2,1337,3.787,0.0,0.034,0.041
5.917,0.119,0.36,0.021,0.086,5,1907,0.028,0.25,0.034,0.025
2.449,0.041,0.125,0.008,0.198,4,945,0.007,4.563,0.034,0.029
2.913,0.096,0.13,0.011,0.198,4,1136,1.061,0.076,0.034,0.023
4.356,0.078,0.22,0.014,0.229,4,1622,0.006,0.0,0.034,0.024
6.039,0.115,0.417,0.027,0.148,8,1127,0.002,13.381,0.034,0.024
5.204,0.058,0.315,0.021,0.113,5,1702,0.0,0.753,0.034,0.023
2.408,0.04,0.115,0.007,0.189,4,865,1.032,0.004,0.034,0.024
2.756,0.049,0.142,0.01,0.082,4,1073,0.067,0.0,0.034,0.025
2.673,0.119,0.07,0.005,0.257,4,1714,4.395,0.004,0.034,0.031
2.822,0.069,0.143,0.008,0.112,4,1061,0.048,0.148,0.034,0.022
3.906,0.05,0.214,0.015,0.043,4,1583,0.0,3.193,0.034,0.031
2.918,0.073,0.243,0.014,0.218,9,648,0.0,0.013,0.034,0.02
6.54,0.11,0.444,0.029,0.159,6,1822,0.011,1.352,0.034,0.023
4.496,0.065,0.325,0.021,0.262,7,1176,0.0,0.306,0.034,0.022
5.334,0.092,0.382,0.023,0.159,7,1373,0.023,0.0,0.034,0.024
8.512,2.862,0.497,0.188,0.183,6,1445,0.0,62.541,0.034,0.023
7.985,0.062,0.634,0.048,0.063,8,1658,0.129,1.004,0.034,0.027
7.923,0.077,0.562,0.048,0.076,7,1803,0.012,8.178,0.034,0.026
4.586,0.092,0.368,0.023,0.115,8,1093,0.006,0.001,0.034,0.022
4.339,1.474,0.2,0.061,0.035,3,1771,0.0,0.029,0.034,0.035
3.941,1.307,0.166,0.074,0.259,3,1398,0.511,0.001,0.034,0.019
4.292,1.378,0.281,0.117,0.196,6,979,0.058,0.0,0.034,0.021
2.446,0.029,0.113,0.008,0.017,3,1194,0.006,2.642,0.034,0.042
3.279,0.128,0.116,0.008,0.264,3,1732,3.799,17.96,0.034,0.031
4.306,0.059,0.252,0.016,0.221,5,1365,0.018,0.0,0.034,0.023
2.116,0.038,0.073,0.004,0.183,2,1190,0.003,38.247,0.034,0.042
5.708,1.821,0.289,0.117,0.118,4,1703,0.324,0.006,0.034,0.023
1.013,0.017,0.039,0.002,0.218,2,533,0.16,0.0,0.034,0.034
5.387,1.762,0.266,0.102,0.144,4,1612,0.474,0.029,0.034,0.025
1.733,0.022,0.1,0.007,0.182,5,541,0.003,0.548,0.034,0.023
4.627,1.597,0.351,0.1,0.207,8,898,0.016,0.015,0.034,0.02
5.622,0.061,0.355,0.023,0.061,6,1505,0.222,1.827,0.034,0.026
3.702,1.169,0.194,0.068,0.234,7,1095,0.279,0.002,0.034,0.025
2.803,0.035,0.183,0.012,0.049,7,639,0.002,0.0,0.034,0.022
7.52,0.117,0.597,0.039,0.222,8,1923,0.002,0.086,0.034,0.02
4.33,0.05,0.265,0.019,0.016,6,1140,0.095,0.001,0.034,0.031
2.272,0.034,0.136,0.008,0.191,6,580,0.178,0.002,0.033,0.025
1.739,0.058,0.053,0.002,0.309,9,980,8.175,0.0,0.033,0.045
5.015,1.607,0.341,0.138,0.196,6,1170,0.0,1.752,0.033,0.026
4.414,1.414,0.233,0.078,0.252,8,1395,0.203,0.167,0.033,0.022
3.734,1.313,0.188,0.072,0.211,4,981,0.003,0.0,0.033,0.025
4.706,0.053,0.272,0.018,0.093,5,1485,0.328,17.058,0.033,0.029
10.212,3.485,0.766,0.255,0.247,7,1953,0.0,0.187,0.033,0.023
4.704,1.493,0.389,0.157,0.087,9,810,0.0,0.0,0.033,0.024
6.648,2.001,0.483,0.184,0.118,7,1400,0.038,0.001,0.033,0.022
2.698,0.958,0.134,0.055,0.301,4,809,0.005,0.005,0.033,0.022
3.243,0.068,0.169,0.01,0.095,4,1262,0.001,0.006,0.033,0.025
3.982,1.218,0.335,0.128,0.202,9,739,0.005,0.031,0.033,0.021
6.95,2.426,0.43,0.179,0.082,6,1266,0.012,27.76,0.033,0.027
8.922,0.226,0.688,0.039,0.188,8,1825,0.001,7.388,0.033,0.027
2.943,0.985,0.221,0.072,0.295,8,557,0.001,0.096,0.033,0.023
6.752,2.471,0.496,0.162,0.218,7,1292,0.001,0.0,0.033,0.02
6.323,2.138,0.374,0.115,0.184,5,1721,0.004,0.0,0.033,0.027
7.203,2.36,0.419,0.148,0.162,5,1602,0.019,0.013,0.033,0.024
2.008,0.028,0.109,0.007,0.158,5,596,0.902,0.325,0.033,0.025
6.26,1.933,0.404,0.161,0.214,6,1420,0.058,0.041,0.033,0.02
3.766,0.061,0.294,0.016,0.291,8,920,0.0,0.011,0.033,0.027
4.217,0.081,0.334,0.021,0.108,8,998,0.002,0.0,0.033,0.025
7.152,0.125,0.597,0.04,0.051,8,1700,0.001,0.004,0.033,0.024
5.57,0.051,0.381,0.024,0.259,7,1401,0.032,0.001,0.033,0.023
1.248,0.34,0.042,0.002,0.059,2,589,0.0,0.373,0.033,0.029
7.138,0.9,0.527,0.041,0.262,9,1296,0.001,5.202,0.033,0.023
3.948,1.297,0.134,0.052,0.134,2,1860,0.032,80.275,0.033,0.041
5.041,0.064,0.301,0.021,0.037,5,1650,0.3,0.008,0.033,0.028
1.423,0.017,0.075,0.005,0.093,4,531,0.763,0.0,0.033,0.033
6.119,2.175,0.313,0.102,0.121,4,1634,0.002,0.276,0.033,0.023
6.15,0.047,0.418,0.033,0.065,6,1740,0.0,2.184,0.033,0.026
2.651,0.126,0.082,0.011,0.286,9,1430,6.007,7.647,0.033,0.04
7.738,2.577,0.581,0.189,0.216,9,1421,0.05,0.0,0.033,0.024
4.695,0.109,0.267,0.016,0.231,7,1518,0.111,0.004,0.033,0.022
5.585,0.036,0.436,0.022,0.289,9,1328,0.005,0.127,0.033,0.017
6.154,2.097,0.441,0.162,0.108,7,1095,0.004,0.692,0.033,0.025
4.058,0.085,0.273,0.018,0.17,7,939,0.122,0.294,0.033,0.024
3.856,0.24,0.154,0.021,0.296,7,1513,4.579,72.125,0.033,0.03
6.098,0.111,0.366,0.024,0.234,9,752,0.0,85.532,0.033,0.023
9.019,3.146,0.791,0.295,0.115,9,1516,0.0,0.046,0.033,0.022
2.868,0.054,0.132,0.008,0.086,3,1385,0.002,2.462,0.033,0.029
6.755,0.152,0.604,0.034,0.132,9,1617,0.0,0.017,0.033,0.025
7.005,2.248,0.541,0.158,0.139,8,1305,0.011,1.717,0.033,0.029
3.578,0.046,0.213,0.012,0.065,5,1156,0.002,1.415,0.033,0.027
11.244,3.65,0.849,0.194,0.045,9,1671,0.001,5.363,0.033,0.026
7.61,2.675,0.615,0.23,0.156,8,1305,0.014,0.006,0.033,0.029
3.171,1.106,0.177,0.05,0.276,5,820,0.001,0.483,0.033,0.021
4.023,0.108,0.215,0.018,0.219,5,1253,0.222,0.121,0.033,0.025
2.213,0.026,0.141,0.01,0.142,6,608,0.011,0.0,0.033,0.027
3.142,0.009,0.215,0.015,0.098,7,741,0.014,1.444,0.032,0.025
5.465,0.082,0.329,0.021,0.066,5,1800,0.005,0.583,0.032,0.026
3.44,0.049,0.254,0.017,0.072,8,750,0.0,0.007,0.032,0.023
6.224,1.983,0.426,0.13,0.025,8,1029,0.016,0.001,0.032,0.022
3.022,0.068,0.134,0.008,0.094,3,1420,0.215,0.007,0.032,0.025
10.464,0.168,0.681,0.039,0.285,9,1313,0.001,96.191,0.032,0.027
5.618,0.07,0.331,0.023,0.186,5,1781,0.005,9.301,0.032,0.026
2.948,0.594,0.152,0.029,0.221,5,764,0.141,65.717,0.032,0.027
2.209,0.057,0.09,0.005,0.274,6,902,1.711,1.207,0.032,0.022
5.614,1.863,0.419,0.132,0.149,9,874,0.002,4.249,0.032,0.024
3.293,0.947,0.231,0.096,0.281,7,661,0.067,0.003,0.032,0.021
2.174,0.797,0.078,0.028,0.075,2,1002,0.103,4.369,0.032,0.038
6.609,0.126,0.441,0.029,0.177,9,1950,0.074,0.005,0.032,0.019
4.97,1.746,0.228,0.08,0.06,3,1984,0.07,0.638,0.032,0.027
2.314,0.025,0.119,0.008,0.162,4,892,0.0,1.337,0.032,0.026
2.15,0.751,0.099,0.042,0.205,3,806,0.006,0.66,0.032,0.023
8.671,2.622,0.758,0.262,0.049,9,1523,0.025,0.001,0.032,0.024
8.356,2.863,0.701,0.18,0.095,9,1507,0.043,0.012,0.032,0.025
2.322,0.105,0.128,0.014,0.162,8,507,1.007,0.002,0.032,0.026
2.142,0.039,0.122,0.008,0.279,5,673,0.003,2.465,0.032,0.021
2.473,0.034,0.13,0.008,0.126,4,982,0.002,7.433,0.032,0.027
4.881,1.633,0.357,0.135,0.099,7,871,0.002,0.187,0.032,0.026
8.05,0.127,0.68,0.039,0.104,8,1955,0.0,0.437,0.032,0.025
1.388,0.028,0.051,0.003,0.139,2,763,0.0,2.135,0.032,0.038
7.229,0.083,0.592,0.036,0.21,8,1865,0.0,0.001,0.032,0.019
3.75,0.142,0.231,0.015,0.303,7,988,0.094,0.025,0.032,0.023
2.615,0.05,0.112,0.012,0.197,8,1000,1.167,0.006,0.032,0.026
7.109,2.138,0.475,0.177,0.066,6,1619,0.086,5.472,0.032,0.026
10.55,3.582,0.965,0.322,0.1,9,1804,0.0,0.119,0.032,0.022
6.513,0.093,0.452,0.025,0.213,7,1622,0.041,0.003,0.032,0.021
6.78,2.176,0.517,0.201,0.217,7,1522,0.001,0.035,0.032,0.023
3.136,0.141,0.157,0.01,0.192,4,1179,0.061,34.104,0.032,0.029
7.05,2.528,0.512,0.186,0.047,7,1239,0.002,0.002,0.032,0.025
2.595,0.047,0.086,0.005,0.063,2,1454,3.023,0.002,0.032,0.037
6.518,0.108,0.442,0.032,0.18,6,1831,0.004,1.185,0.032,0.019
4.802,0.158,0.26,0.013,0.235,7,1677,0.122,0.011,0.032,0.026
1.297,0.469,0.05,0.016,0.082,2,579,0.0,0.04,0.032,0.036
6.242,1.98,0.391,0.154,0.048,5,1732,0.001,0.0,0.032,0.027
8.175,0.097,0.538,0.035,0.276,9,1078,0.007,58.065,0.032,0.025
5.728,1.809,0.454,0.18,0.28,9,992,0.0,1.934,0.032,0.013
2.712,0.059,0.189,0.011,0.259,7,676,0.0,0.442,0.032,0.021
11.303,3.834,0.924,0.349,0.162,9,1694,0.001,2.407,0.032,0.024
5.952,0.261,0.353,0.03,0.174,7,1444,0.717,7.183,0.032,0.024
2.908,0.033,0.173,0.011,0.1,5,967,0.0,0.198,0.032,0.026
6.728,1.969,0.614,0.235,0.096,9,1305,0.002,0.009,0.032,0.021
11.69,0.314,0.84,0.048,0.05,9,1673,0.001,33.708,0.032,0.024
0.965,0.018,0.037,0.002,0.255,2,500,0.465,23.475,0.032,0.039
6.473,2.184,0.469,0.132,0.112,7,1321,0.082,0.003,0.032,0.028
6.325,0.262,0.34,0.036,0.175,6,1972,0.56,5.72,0.032,0.029
11.92,3.728,0.996,0.267,0.132,9,1923,0.0,5.936,0.032,0.026
1.484,0.516,0.054,0.018,0.096,2,659,1.501,0.002,0.031,0.037
4.121,0.069,0.296,0.02,0.093,7,1039,0.001,0.005,0.031,0.026
1.779,0.034,0.081,0.005,0.135,3,826,0.001,0.326,0.031,0.026
7.101,0.116,0.615,0.04,0.051,9,1456,0.023,0.235,0.031,0.026
6.539,2.107,0.396,0.151,0.077,5,1747,0.303,2.406,0.031,0.027
1.416,0.051,0.051,0.016,0.307,5,792,7.395,0.002,0.031,0.033
4.321,0.07,0.264,0.018,0.053,5,1424,0.011,0.674,0.031,0.026
4.214,0.069,0.284,0.018,0.072,7,994,0.111,0.018,0.031,0.025
2.346,0.805,0.153,0.067,0.202,6,526,0.001,0.002,0.031,0.02
9.95,0.338,0.602,0.034,0.012,9,1296,1.386,31.623,0.031,0.042
9.414,3.015,0.793,0.305,0.139,8,1980,0.0,0.174,0.031,0.021
6.061,0.106,0.454,0.027,0.25,8,1352,0.0,2.375,0.031,0.022
8.754,2.979,0.751,0.203,0.093,9,1674,0.008,0.001,0.031,0.024
4.491,0.085,0.256,0.015,0.214,5,1377,0.058,0.63,0.031,0.023
1.989,0.036,0.069,0.004,0.219,2,1113,0.0,68.682,0.031,0.039
7.509,2.595,0.345,0.143,0.134,8,1939,1.599,3.477,0.031,0.026
4.236,1.382,0.192,0.083,0.127,3,1576,1.426,0.195,0.031,0.025
10.515,3.891,0.788,0.217,0.073,7,1935,0.0,0.222,0.031,0.022
7.475,0.138,0.623,0.041,0.072,9,1571,0.064,0.002,0.031,0.024
3.089,0.974,0.217,0.086,0.085,8,520,0.061,0.0,0.031,0.023
7.636,2.687,0.416,0.176,0.231,7,1550,0.667,8.23,0.031,0.025
7.372,0.142,0.553,0.034,0.098,8,1683,0.126,0.028,0.031,0.023
5.366,0.091,0.312,0.019,0.134,5,1671,0.112,0.007,0.031,0.025
9.383,3.245,0.701,0.198,0.031,8,1433,0.001,0.28,0.031,0.02
2.715,0.106,0.115,0.018,0.163,5,1170,1.873,0.001,0.031,0.026
6.496,1.933,0.487,0.136,0.094,7,1449,0.013,0.003,0.031,0.025
3.559,0.104,0.17,0.012,0.132,5,1430,1.233,0.028,0.031,0.025
5.501,0.109,0.408,0.027,0.083,7,1438,0.001,0.007,0.031,0.024
5.213,0.091,0.436,0.028,0.146,8,1295,0.0,0.001,0.031,0.025
8.71,2.843,0.655,0.181,0.128,7,1899,0.0,0.687,0.031,0.024
10.247,3.675,0.755,0.256,0.081,7,1818,0.06,0.006,0.031,0.023
6.565,2.147,0.473,0.173,0.143,7,1365,0.04,0.0,0.031,0.02
2.997,0.942,0.211,0.086,0.09,8,505,0.05,0.308,0.031,0.025
7.391,2.148,0.576,0.178,0.249,8,1242,0.002,7.807,0.031,0.028
5.498,1.789,0.311,0.103,0.157,6,1081,0.227,54.449,0.031,0.024
4.064,0.059,0.218,0.013,0.186,7,713,3.067,50.942,0.031,0.026
4.119,0.053,0.301,0.02,0.266,7,1090,0.001,0.017,0.031,0.022
3.123,0.136,0.193,0.016,0.173,8,673,0.394,0.487,0.031,0.026
4.12,0.04,0.301,0.022,0.081,8,876,0.087,0.002,0.031,0.025
7.0,0.264,0.58,0.046,0.088,9,1439,0.136,0.009,0.031,0.023
5.973,1.381,0.364,0.12,0.187,8,1805,0.15,0.234,0.031,0.027
10.106,3.51,0.782,0.278,0.129,8,1692,0.031,0.007,0.03,0.022
1.363,0.02,0.048,0.003,0.139,2,706,9.312,0.002,0.03,0.037
4.574,0.128,0.288,0.019,0.051,8,802,0.0,13.624,0.03,0.029
4.028,0.099,0.171,0.006,0.144,8,1637,1.578,0.44,0.03,0.025
3.597,0.037,0.227,0.017,0.034,8,668,0.147,0.0,0.03,0.022
5.722,0.159,0.348,0.027,0.116,7,1758,0.228,0.06,0.03,0.023
2.08,0.73,0.074,0.022,0.048,2,981,0.272,0.003,0.03,0.033
8.484,3.536,0.447,0.225,0.053,9,1731,6.33,5.117,0.03,0.037
4.668,1.535,0.197,0.082,0.178,8,1828,0.625,0.004,0.03,0.024
4.461,1.368,0.204,0.06,0.153,9,1462,0.729,0.067,0.03,0.022
4.668,0.068,0.364,0.028,0.073,8,1053,0.002,0.104,0.03,0.023
7.202,0.055,0.475,0.03,0.295,7,1910,0.025,0.02,0.03,0.018
8.717,0.329,0.624,0.029,0.074,9,1395,0.635,2.301,0.03,0.025
5.113,0.11,0.348,0.024,0.17,9,828,0.0,13.306,0.03,0.026
1.246,0.085,0.046,0.004,0.299,7,565,6.639,0.523,0.03,0.033
8.79,3.137,0.587,0.175,0.16,8,1151,0.29,4.728,0.03,0.025
3.574,0.134,0.123,0.007,0.242,9,1779,3.352,4.238,0.03,0.026
7.249,2.327,0.582,0.197,0.076,9,1172,0.162,0.001,0.03,0.025
6.708,0.196,0.501,0.038,0.136,9,1595,0.096,0.063,0.03,0.023
4.031,0.959,0.181,0.066,0.123,3,1699,4.417,11.74,0.03,0.027
6.555,1.986,0.401,0.094,0.102,7,1454,0.273,0.015,0.03,0.025
4.786,1.622,0.292,0.116,0.064,9,582,0.173,0.076,0.03,0.023
7.011,2.264,0.563,0.21,0.209,8,1425,0.0,0.383,0.03,0.026
6.889,2.334,0.427,0.149,0.081,5,1634,0.017,7.402,0.03,0.026
4.909,1.558,0.291,0.117,0.124,5,1300,0.008,24.548,0.03,0.026
3.177,0.072,0.112,0.008,0.196,4,1666,5.017,33.178,0.03,0.03
8.536,0.119,0.712,0.046,0.125,9,1862,0.058,0.057,0.03,0.026
6.242,0.092,0.462,0.029,0.062,7,1512,0.024,0.73,0.03,0.025
7.697,2.708,0.448,0.132,0.082,9,1847,0.48,0.188,0.03,0.022
7.135,0.137,0.53,0.032,0.206,7,1844,0.002,0.653,0.03,0.023
5.194,0.085,0.377,0.026,0.086,7,1346,0.002,0.002,0.03,0.027
5.051,1.59,0.319,0.042,0.048,7,1029,0.0,0.007,0.03,0.019
7.036,0.151,0.412,0.043,0.066,9,1966,0.508,0.039,0.03,0.025
5.713,0.121,0.496,0.032,0.09,9,1289,0.002,0.024,0.03,0.022
3.894,0.032,0.235,0.018,0.087,5,1270,0.005,7.251,0.03,0.03
4.935,1.715,0.403,0.147,0.142,9,766,0.011,0.001,0.029,0.022
2.295,0.014,0.138,0.009,0.132,6,590,0.218,0.001,0.029,0.022
4.58,0.26,0.228,0.026,0.111,6,1606,1.445,1.155,0.029,0.025
4.711,0.142,0.329,0.025,0.048,7,1136,0.008,0.016,0.029,0.023
1.461,0.03,0.056,0.005,0.234,4,690,4.313,0.009,0.029,0.025
8.056,2.647,0.614,0.155,0.042,9,1192,0.004,2.707,0.029,0.023
2.427,0.804,0.088,0.035,0.047,2,1148,0.497,1.691,0.029,0.036
3.297,1.059,0.181,0.081,0.119,4,1078,0.0,6.801,0.029,0.029
3.087,0.073,0.215,0.014,0.14,8,618,0.208,0.0,0.029,0.024
7.304,0.115,0.53,0.043,0.047,7,1601,0.359,0.001,0.029,0.025
3.719,1.279,0.174,0.079,0.098,3,1451,0.001,0.011,0.029,0.023
4.783,0.188,0.278,0.026,0.135,8,1573,0.239,0.001,0.029,0.022
4.429,0.088,0.292,0.021,0.06,7,984,0.013,5.517,0.029,0.027
3.933,1.232,0.304,0.123,0.102,9,629,0.101,0.097,0.029,0.022
5.389,0.036,0.362,0.031,0.063,7,1205,0.3,0.059,0.029,0.025
3.158,0.032,0.171,0.013,0.015,4,1286,0.001,0.001,0.029,0.034
1.332,0.025,0.05,0.003,0.058,2,754,0.001,0.0,0.029,0.035
3.687,1.272,0.221,0.076,0.048,7,643,0.587,0.168,0.029,0.023
4.053,1.345,0.268,0.079,0.051,7,778,0.074,0.135,0.029,0.023
2.456,0.139,0.079,0.005,0.253,6,1328,2.736,0.089,0.029,0.021
6.422,0.076,0.579,0.035,0.154,9,1520,0.001,0.052,0.029,0.024
2.955,0.039,0.227,0.015,0.102,9,587,0.017,0.0,0.029,0.022
2.098,0.122,0.069,0.005,0.218,6,1105,4.582,0.004,0.029,0.032
1.696,0.028,0.061,0.004,0.074,2,960,0.001,22.415,0.029,0.034
1.869,0.088,0.091,0.011,0.218,6,573,1.692,0.049,0.029,0.023
6.04,2.194,0.331,0.115,0.12,8,1373,0.39,0.008,0.029,0.021
3.269,0.162,0.162,0.023,0.147,9,1027,0.818,0.049,0.029,0.025
4.282,1.193,0.262,0.105,0.095,7,712,1.067,1.251,0.029,0.023
2.736,0.049,0.127,0.008,0.027,3,1351,0.028,0.001,0.029,0.03
2.753,0.117,0.109,0.006,0.182,7,1168,2.63,0.598,0.029,0.022
2.628,0.037,0.206,0.013,0.169,9,529,0.0,0.685,0.029,0.026
9.261,0.325,0.597,0.046,0.042,9,1265,0.017,43.131,0.029,0.024
3.377,0.064,0.133,0.013,0.242,7,1635,0.466,0.009,0.029,0.02
3.902,0.066,0.271,0.018,0.06,8,767,0.018,1.83,0.028,0.027
5.512,0.295,0.282,0.04,0.074,7,1723,1.346,0.116,0.028,0.025
5.17,1.833,0.306,0.093,0.099,5,1396,0.009,14.467,0.028,0.026
1.78,0.578,0.074,0.018,0.118,4,612,8.431,6.312,0.028,0.034
1.678,0.023,0.06,0.004,0.212,2,927,0.052,93.667,0.028,0.037
4.904,1.61,0.26,0.115,0.046,4,1556,2.22,21.699,0.028,0.03
1.561,0.084,0.052,0.004,0.288,8,812,7.791,0.003,0.028,0.043
2.281,0.036,0.129,0.008,0.131,5,709,0.069,0.006,0.028,0.027
2.951,0.928,0.141,0.048,0.215,8,745,1.666,1.907,0.028,0.022
5.567,1.856,0.277,0.107,0.133,4,1443,0.062,0.04,0.028,0.024
4.332,1.539,0.303,0.114,0.071,9,534,0.085,0.826,0.028,0.023
1.381,0.02,0.05,0.003,0.233,2,734,3.135,63.186,0.028,0.035
2.626,0.062,0.063,0.005,0.302,3,1792,6.365,0.091,0.028,0.029
3.506,0.12,0.181,0.009,0.101,9,838,2.966,0.467,0.028,0.024
2.601,0.098,0.09,0.005,0.23,7,1302,2.058,0.0,0.028,0.024
9.337,3.362,0.66,0.196,0.052,9,1565,0.453,0.009,0.028,0.024
3.873,1.224,0.192,0.073,0.089,5,1145,3.099,0.458,0.028,0.028
6.44,1.922,0.414,0.112,0.062,9,855,1.123,0.09,0.028,0.024
7.429,2.551,0.458,0.121,0.082,7,1597,0.593,0.564,0.028,0.023
6.598,2.082,0.403,0.11,0.074,7,1081,1.253,3.147,0.028,0.022
2.377,0.101,0.101,0.007,0.227,9,916,1.279,0.003,0.028,0.011
2.336,0.021,0.157,0.01,0.119,7,553,0.001,0.0,0.027,0.022
2.621,0.826,0.088,0.034,0.06,2,1220,13.561,0.001,0.027,0.033
3.038,0.118,0.146,0.009,0.179,7,1081,0.704,0.001,0.027,0.024
1.397,0.022,0.074,0.005,0.04,4,533,0.0,5.764,0.027,0.032
2.631,0.042,0.16,0.01,0.064,7,560,0.001,9.697,0.027,0.031
2.397,0.043,0.083,0.006,0.076,2,1378,0.0,42.041,0.027,0.031
