mean_fit_time,std_fit_time,mean_score_time,std_score_time,C,class_weight,max_iter,penalty,mean_test_score,std_test_score
0.039,0.002,0.0,0.0,0.026,,5246,l1,,
0.035,0.002,0.0,0.0,94.311,balanced,8496,elasticnet,,
0.034,0.001,0.0,0.0,0.0,balanced,8920,l1,,
0.036,0.002,0.0,0.0,0.056,,7811,elasticnet,,
0.037,0.001,0.0,0.0,0.005,balanced,5308,elasticnet,,
0.034,0.001,0.0,0.0,0.044,balanced,9257,elasticnet,,
0.037,0.002,0.0,0.0,0.003,balanced,9658,l1,,
0.039,0.002,0.0,0.0,0.15,balanced,8452,l1,,
0.037,0.001,0.0,0.0,0.073,,6125,elasticnet,,
0.037,0.003,0.0,0.0,0.0,,5785,l1,,
0.036,0.002,0.0,0.0,8.749,balanced,6166,elasticnet,,
0.04,0.004,0.0,0.0,7.999,balanced,8956,elasticnet,,
0.035,0.002,0.0,0.0,0.474,balanced,6018,l1,,
0.05,0.01,0.0,0.0,13.306,balanced,8073,elasticnet,,
0.039,0.002,0.0,0.0,0.0,balanced,9882,l1,,
0.042,0.004,0.0,0.0,0.0,balanced,7560,elasticnet,,
0.04,0.005,0.0,0.0,51.336,,7186,elasticnet,,
0.036,0.001,0.0,0.0,0.008,balanced,8236,elasticnet,,
0.038,0.002,0.0,0.0,1.046,balanced,8797,elasticnet,,
0.039,0.007,0.0,0.0,1.386,balanced,8988,l1,,
0.037,0.001,0.0,0.0,0.0,balanced,5281,l1,,
0.039,0.002,0.0,0.0,63.806,balanced,9651,elasticnet,,
0.036,0.001,0.0,0.0,0.068,balanced,6289,elasticnet,,
0.037,0.001,0.0,0.0,3.087,,5811,l1,,
0.035,0.002,0.0,0.0,48.517,,5608,l1,,
0.039,0.001,0.0,0.0,0.054,,7002,elasticnet,,
0.04,0.003,0.0,0.0,13.048,,5282,elasticnet,,
0.037,0.003,0.0,0.0,0.01,balanced,6006,elasticnet,,
0.038,0.001,0.0,0.0,0.0,balanced,9553,elasticnet,,
0.037,0.001,0.0,0.0,0.079,balanced,8069,elasticnet,,
0.038,0.001,0.0,0.0,0.045,balanced,6736,elasticnet,,
0.04,0.004,0.0,0.0,0.068,,9845,elasticnet,,
0.038,0.001,0.0,0.0,0.259,,6996,elasticnet,,
0.038,0.001,0.0,0.0,20.35,balanced,7858,l1,,
0.036,0.002,0.0,0.0,81.767,,9802,elasticnet,,
0.036,0.003,0.0,0.0,0.383,balanced,6515,elasticnet,,
0.038,0.002,0.0,0.0,0.001,balanced,5077,elasticnet,,
0.038,0.001,0.0,0.0,40.017,balanced,7765,elasticnet,,
0.037,0.003,0.0,0.0,0.013,,5167,l1,,
0.037,0.002,0.0,0.0,1.774,,7588,l1,,
0.039,0.002,0.0,0.0,0.064,,6004,elasticnet,,
0.037,0.001,0.0,0.0,1.431,balanced,7704,elasticnet,,
0.038,0.002,0.0,0.0,0.501,balanced,5352,l1,,
0.038,0.001,0.0,0.0,49.592,,7410,elasticnet,,
0.041,0.005,0.0,0.0,0.001,balanced,8749,elasticnet,,
0.037,0.001,0.0,0.0,0.759,,9741,elasticnet,,
0.037,0.001,0.0,0.0,0.012,balanced,6799,l1,,
0.039,0.003,0.0,0.0,0.002,,7730,elasticnet,,
0.037,0.001,0.0,0.0,1.199,,5950,l1,,
0.038,0.001,0.0,0.0,0.033,balanced,6832,l1,,
0.037,0.001,0.0,0.0,0.001,balanced,8655,l1,,
0.041,0.004,0.0,0.0,0.031,,5008,elasticnet,,
0.038,0.002,0.0,0.0,0.0,balanced,8060,l1,,
0.039,0.002,0.0,0.0,9.054,balanced,6275,l1,,
0.04,0.003,0.0,0.0,4.362,balanced,9077,elasticnet,,
0.037,0.003,0.0,0.0,0.0,balanced,9989,l1,,
0.039,0.007,0.0,0.0,0.108,balanced,5392,l1,,
0.039,0.003,0.0,0.0,2.677,balanced,9916,elasticnet,,
0.037,0.001,0.0,0.0,0.013,,8209,elasticnet,,
0.036,0.002,0.0,0.0,0.04,balanced,7040,l1,,
0.035,0.001,0.0,0.0,0.02,balanced,6437,elasticnet,,
0.034,0.001,0.0,0.0,0.003,balanced,5166,elasticnet,,
0.037,0.001,0.0,0.0,2.833,balanced,9138,elasticnet,,
0.039,0.002,0.0,0.0,0.061,,9856,l1,,
0.046,0.018,0.0,0.0,20.051,,8635,l1,,
0.038,0.001,0.0,0.0,0.0,,5491,l1,,
0.044,0.005,0.0,0.0,4.417,balanced,8422,l1,,
0.039,0.004,0.0,0.0,1.463,,9773,l1,,
0.036,0.001,0.0,0.0,0.03,,8318,elasticnet,,
0.038,0.002,0.0,0.0,7.582,,9065,l1,,
0.038,0.001,0.0,0.0,0.024,balanced,6496,l1,,
0.037,0.001,0.0,0.0,0.003,,5310,elasticnet,,
0.038,0.001,0.0,0.0,0.001,balanced,6088,l1,,
0.039,0.004,0.0,0.0,3.193,balanced,5374,elasticnet,,
0.038,0.001,0.0,0.0,0.016,,8016,l1,,
0.036,0.002,0.0,0.0,0.0,,6492,l1,,
0.035,0.001,0.0,0.0,0.054,balanced,9077,elasticnet,,
0.037,0.001,0.0,0.0,4.686,balanced,5644,l1,,
0.035,0.001,0.0,0.0,69.678,,5023,elasticnet,,
0.034,0.001,0.0,0.0,7.502,balanced,5048,l1,,
0.034,0.001,0.0,0.0,0.0,balanced,6494,l1,,
0.034,0.001,0.0,0.0,0.013,,9989,l1,,
0.034,0.001,0.0,0.0,0.072,balanced,5968,elasticnet,,
0.034,0.001,0.0,0.0,1.41,,5327,l1,,
0.034,0.001,0.0,0.0,1.939,,5219,l1,,
0.035,0.002,0.0,0.0,0.031,balanced,7470,elasticnet,,
0.034,0.001,0.0,0.0,0.028,balanced,7524,elasticnet,,
0.035,0.001,0.0,0.0,12.581,,8959,l1,,
0.033,0.001,0.0,0.0,0.022,balanced,8285,l1,,
0.037,0.001,0.0,0.0,0.001,balanced,5943,elasticnet,,
0.037,0.001,0.0,0.0,0.002,,9747,elasticnet,,
0.037,0.001,0.0,0.0,0.003,balanced,5536,l1,,
0.037,0.001,0.0,0.0,0.006,balanced,8878,elasticnet,,
0.05,0.014,0.0,0.0,1.532,balanced,6426,l1,,
0.036,0.001,0.0,0.0,6.365,,8599,elasticnet,,
0.037,0.001,0.0,0.0,0.303,,7485,l1,,
0.037,0.001,0.0,0.0,1.476,,6521,l1,,
0.037,0.001,0.0,0.0,0.0,balanced,9075,elasticnet,,
0.037,0.001,0.0,0.0,0.1,balanced,5212,elasticnet,,
0.042,0.005,0.0,0.0,2.003,,7335,l1,,
0.038,0.004,0.0,0.0,77.067,balanced,6805,l1,,
0.038,0.004,0.0,0.0,0.0,,8224,l1,,
0.039,0.004,0.0,0.0,0.026,balanced,6720,l1,,
0.038,0.001,0.0,0.0,0.326,balanced,5616,elasticnet,,
0.038,0.002,0.0,0.0,1.827,,7783,elasticnet,,
0.042,0.005,0.0,0.0,0.069,balanced,5634,elasticnet,,
0.039,0.002,0.0,0.0,0.0,,6273,l1,,
0.037,0.001,0.0,0.0,0.0,,9319,l1,,
0.047,0.017,0.0,0.0,0.126,balanced,5945,l1,,
0.038,0.001,0.0,0.0,93.321,balanced,7252,elasticnet,,
0.037,0.001,0.0,0.0,0.003,,8792,l1,,
0.04,0.006,0.0,0.0,0.0,,9524,l1,,
0.038,0.001,0.0,0.0,10.959,balanced,8428,elasticnet,,
0.038,0.001,0.0,0.0,0.001,,5054,elasticnet,,
0.04,0.003,0.0,0.0,0.121,balanced,7375,elasticnet,,
0.037,0.001,0.0,0.0,0.08,,5459,l1,,
0.037,0.001,0.0,0.0,6.725,balanced,9976,l1,,
0.037,0.001,0.0,0.0,0.002,,7976,elasticnet,,
0.038,0.001,0.0,0.0,0.006,balanced,5687,l1,,
0.038,0.001,0.0,0.0,0.001,balanced,7398,l1,,
0.036,0.001,0.0,0.0,0.252,,9859,l1,,
0.039,0.003,0.0,0.0,7.033,balanced,5338,elasticnet,,
0.038,0.001,0.0,0.0,0.274,balanced,9624,elasticnet,,
0.038,0.001,0.0,0.0,0.224,balanced,6271,elasticnet,,
0.036,0.001,0.0,0.0,0.053,,9723,l1,,
0.036,0.002,0.0,0.0,0.0,balanced,7334,elasticnet,,
0.036,0.002,0.0,0.0,0.0,balanced,9861,elasticnet,,
0.038,0.001,0.0,0.0,0.006,balanced,8477,l1,,
0.039,0.001,0.0,0.0,0.218,balanced,6781,l1,,
0.04,0.005,0.0,0.0,8.597,balanced,6521,elasticnet,,
0.037,0.001,0.0,0.0,0.0,,5862,l1,,
0.04,0.003,0.0,0.0,2.135,balanced,8472,l1,,
0.036,0.001,0.0,0.0,0.031,balanced,8048,elasticnet,,
0.039,0.005,0.0,0.0,4.844,balanced,5723,elasticnet,,
0.037,0.001,0.0,0.0,7.304,,5728,l1,,
0.038,0.001,0.0,0.0,0.001,balanced,7179,l1,,
0.04,0.004,0.0,0.0,0.0,,8389,elasticnet,,
0.04,0.005,0.0,0.0,0.001,balanced,6165,l1,,
0.041,0.007,0.0,0.0,0.046,,9002,elasticnet,,
0.037,0.001,0.0,0.0,0.973,,5054,elasticnet,,
0.04,0.005,0.0,0.0,0.148,,5798,l1,,
0.037,0.001,0.0,0.0,0.0,balanced,5038,l1,,
0.037,0.001,0.0,0.0,0.005,balanced,6821,l1,,
0.038,0.001,0.0,0.0,1.445,balanced,5903,l1,,
0.037,0.003,0.0,0.0,41.007,,5848,l1,,
0.037,0.003,0.0,0.0,1.264,balanced,6618,l1,,
0.037,0.002,0.0,0.0,1.666,,5752,elasticnet,,
0.041,0.006,0.0,0.0,0.377,balanced,9312,l1,,
0.037,0.003,0.0,0.0,0.359,,8707,elasticnet,,
0.042,0.004,0.0,0.0,8.891,balanced,6038,elasticnet,,
0.041,0.001,0.0,0.0,0.0,,6740,l1,,
0.036,0.003,0.0,0.0,10.889,,6678,l1,,
0.041,0.004,0.0,0.0,0.005,balanced,6988,elasticnet,,
0.038,0.003,0.0,0.0,0.739,balanced,5726,elasticnet,,
0.035,0.002,0.0,0.0,0.003,,5431,l1,,
0.036,0.001,0.0,0.0,0.004,balanced,8702,l1,,
0.038,0.002,0.0,0.0,0.23,,9563,l1,,
0.039,0.002,0.0,0.0,0.012,,9641,l1,,
0.039,0.003,0.0,0.0,0.0,balanced,5505,l1,,
0.039,0.002,0.0,0.0,0.0,,9427,elasticnet,,
0.037,0.001,0.0,0.0,12.886,balanced,5676,elasticnet,,
0.044,0.008,0.0,0.0,0.001,,8010,l1,,
0.036,0.001,0.0,0.0,0.002,balanced,7754,l1,,
0.033,0.001,0.0,0.0,0.0,balanced,7905,l1,,
0.052,0.014,0.0,0.0,0.005,,7379,l1,,
0.037,0.0,0.0,0.0,0.211,balanced,5763,l1,,
0.043,0.005,0.0,0.0,0.443,balanced,6495,elasticnet,,
0.04,0.005,0.0,0.0,0.347,balanced,7713,elasticnet,,
0.04,0.002,0.0,0.0,56.184,,5918,elasticnet,,
0.037,0.002,0.0,0.0,0.023,,5115,l1,,
0.037,0.001,0.0,0.0,0.92,,6872,elasticnet,,
0.038,0.001,0.0,0.0,0.001,,5004,l1,,
0.038,0.001,0.0,0.0,0.311,,6861,l1,,
0.037,0.002,0.0,0.0,0.054,,6890,elasticnet,,
0.037,0.001,0.0,0.0,0.001,,9174,elasticnet,,
0.036,0.001,0.0,0.0,3.658,balanced,6676,elasticnet,,
0.035,0.002,0.0,0.0,23.475,balanced,5540,elasticnet,,
0.036,0.002,0.0,0.0,48.411,balanced,9184,l1,,
0.038,0.001,0.0,0.0,94.858,,5480,elasticnet,,
0.039,0.002,0.0,0.0,2.548,balanced,9150,elasticnet,,
0.038,0.001,0.0,0.0,0.0,,9568,l1,,
0.04,0.002,0.0,0.0,26.126,balanced,9562,elasticnet,,
0.037,0.002,0.0,0.0,0.011,,5219,l1,,
0.039,0.005,0.0,0.0,0.023,,8618,l1,,
0.037,0.001,0.0,0.0,0.11,,6194,l1,,
0.037,0.001,0.0,0.0,29.504,balanced,9816,l1,,
0.037,0.002,0.0,0.0,0.011,balanced,8661,l1,,
0.039,0.007,0.0,0.0,0.001,balanced,7533,l1,,
0.039,0.004,0.0,0.0,2.287,balanced,9686,l1,,
